Datetime,Open,High,Low,Close,Volume,Symbol
2025-10-24 04:00:00-04:00,446.29,447.8,446.29,447.15,0,TSLA
2025-10-24 04:05:00-04:00,447.1,447.16,446.63,446.79,0,TSLA
2025-10-24 04:10:00-04:00,446.75,446.89,446.4,446.49,0,TSLA
2025-10-24 04:15:00-04:00,446.49,446.8,446.36,446.65,0,TSLA
2025-10-24 04:20:00-04:00,446.55,446.77,446.37,446.5,0,TSLA
2025-10-24 04:25:00-04:00,446.51,446.59,446.01,446.28,0,TSLA
2025-10-24 04:30:00-04:00,446.31,446.31,445.68,445.95,0,TSLA
2025-10-24 04:35:00-04:00,445.81,446.49,445.81,446.4,0,TSLA
2025-10-24 04:40:00-04:00,446.49,446.87,446.48,446.69,0,TSLA
2025-10-24 04:45:00-04:00,446.69,447.23,446.51,446.51,0,TSLA
2025-10-24 04:50:00-04:00,446.51,447.11,446.49,447.09,0,TSLA
2025-10-24 04:55:00-04:00,447.01,447.2,446.97,447.11,0,TSLA
2025-10-24 05:00:00-04:00,447.17,447.17,446.9,447.0,0,TSLA
2025-10-24 05:05:00-04:00,447.0,447.17,446.91,447.09,0,TSLA
2025-10-24 05:10:00-04:00,447.08,447.09,446.7,446.95,0,TSLA
2025-10-24 05:15:00-04:00,446.94,447.06,446.79,446.98,0,TSLA
2025-10-24 05:20:00-04:00,447.04,447.5,447.04,447.36,0,TSLA
2025-10-24 05:25:00-04:00,447.39,447.49,447.15,447.24,0,TSLA
2025-10-24 05:30:00-04:00,447.26,447.32,447.0,447.15,0,TSLA
2025-10-24 05:35:00-04:00,447.09,447.5,447.01,447.43,0,TSLA
2025-10-24 05:40:00-04:00,447.39,447.48,447.15,447.26,0,TSLA
2025-10-24 05:45:00-04:00,447.38,447.42,447.0,447.36,0,TSLA
2025-10-24 05:50:00-04:00,447.3,447.38,447.19,447.28,0,TSLA
2025-10-24 05:55:00-04:00,447.25,447.42,447.21,447.3,0,TSLA
2025-10-24 06:00:00-04:00,447.28,447.3,447.06,447.3,0,TSLA
2025-10-24 06:05:00-04:00,447.35,447.35,446.88,447.06,0,TSLA
2025-10-24 06:10:00-04:00,447.2,447.38,447.11,447.14,0,TSLA
2025-10-24 06:15:00-04:00,447.21,447.3,446.85,446.95,0,TSLA
2025-10-24 06:20:00-04:00,446.99,447.06,446.86,446.86,0,TSLA
2025-10-24 06:25:00-04:00,446.86,446.95,446.85,446.87,0,TSLA
2025-10-24 06:30:00-04:00,446.88,447.34,446.87,447.34,0,TSLA
2025-10-24 06:35:00-04:00,447.18,447.37,447.0,447.23,0,TSLA
2025-10-24 06:40:00-04:00,447.23,447.35,446.93,446.95,0,TSLA
2025-10-24 06:45:00-04:00,446.95,447.25,446.71,447.0,0,TSLA
2025-10-24 06:50:00-04:00,446.92,446.98,446.69,446.78,0,TSLA
2025-10-24 06:55:00-04:00,446.78,446.94,446.74,446.85,0,TSLA
2025-10-24 07:00:00-04:00,446.82,447.3,446.67,446.7,0,TSLA
2025-10-24 07:05:00-04:00,446.75,446.93,446.33,446.69,0,TSLA
2025-10-24 07:10:00-04:00,446.62,446.62,446.09,446.35,0,TSLA
2025-10-24 07:15:00-04:00,446.32,446.63,446.26,446.63,0,TSLA
2025-10-24 07:20:00-04:00,446.55,446.65,446.15,446.49,0,TSLA
2025-10-24 07:25:00-04:00,446.5,446.73,446.35,446.58,0,TSLA
2025-10-24 07:30:00-04:00,446.47,446.47,446.12,446.15,0,TSLA
2025-10-24 07:35:00-04:00,446.1,446.47,446.07,446.07,0,TSLA
2025-10-24 07:40:00-04:00,446.2,446.25,446.05,446.09,0,TSLA
2025-10-24 07:45:00-04:00,446.15,446.35,446.03,446.23,0,TSLA
2025-10-24 07:50:00-04:00,446.19,446.59,446.05,446.59,0,TSLA
2025-10-24 07:55:00-04:00,446.53,446.66,446.21,446.38,0,TSLA
2025-10-24 08:00:00-04:00,446.76,447.7987,445.5,446.6,0,TSLA
2025-10-24 08:05:00-04:00,446.5383,446.71,445.73,445.81,0,TSLA
2025-10-24 08:10:00-04:00,445.85,446.14,445.5,445.8127,0,TSLA
2025-10-24 08:15:00-04:00,445.8113,445.96,445.6203,445.6203,0,TSLA
2025-10-24 08:20:00-04:00,445.685,445.77,445.1,445.33,0,TSLA
2025-10-24 08:25:00-04:00,445.36,445.85,444.8,445.56,0,TSLA
2025-10-24 08:30:00-04:00,445.6,449.5,445.5,447.19,0,TSLA
2025-10-24 08:35:00-04:00,447.11,448.01,446.0,446.6,0,TSLA
2025-10-24 08:40:00-04:00,446.781,447.11,445.6101,445.9,0,TSLA
2025-10-24 08:45:00-04:00,446.0,447.86,446.0,447.77,0,TSLA
2025-10-24 08:50:00-04:00,447.74,448.1,445.9,446.72,0,TSLA
2025-10-24 08:55:00-04:00,446.7,447.2897,446.685,447.13,0,TSLA
2025-10-24 09:00:00-04:00,447.05,447.3,446.55,446.735,0,TSLA
2025-10-24 09:05:00-04:00,446.61,447.2,420.265,446.67,0,TSLA
2025-10-24 09:10:00-04:00,446.62,446.9,446.5,446.6001,0,TSLA
2025-10-24 09:15:00-04:00,446.7,447.09,446.5,446.71,0,TSLA
2025-10-24 09:20:00-04:00,446.6,447.68,446.58,447.484,0,TSLA
2025-10-24 09:25:00-04:00,447.44,448.32,446.2,446.93,0,TSLA
2025-10-24 09:30:00-04:00,446.9800109863281,451.67999267578125,443.1199951171875,444.9700012207031,7567684,TSLA
2025-10-24 09:35:00-04:00,444.9200134277344,446.1499938964844,443.05999755859375,443.3900146484375,2353496,TSLA
2025-10-24 09:40:00-04:00,443.3450927734375,444.84991455078125,441.0299987792969,443.62799072265625,2890047,TSLA
2025-10-24 09:45:00-04:00,443.6700134277344,444.5,441.906005859375,442.4100036621094,1446384,TSLA
2025-10-24 09:50:00-04:00,442.489990234375,442.8900146484375,440.2699890136719,441.54949951171875,2197249,TSLA
2025-10-24 09:55:00-04:00,441.55999755859375,442.75,439.7099914550781,440.79998779296875,1931986,TSLA
2025-10-24 10:00:00-04:00,440.8699951171875,441.7200012207031,439.510009765625,440.0899963378906,2131386,TSLA
2025-10-24 10:05:00-04:00,440.08551025390625,442.55999755859375,439.54998779296875,441.9849853515625,1848472,TSLA
2025-10-24 10:10:00-04:00,441.9750061035156,443.3999938964844,441.1300048828125,443.3349914550781,1786139,TSLA
2025-10-24 10:15:00-04:00,443.4198913574219,444.21990966796875,442.2099914550781,443.0849914550781,1400763,TSLA
