date,orb_high,orb_low,orb_range,long_entry,long_sl,long_tp,short_entry,short_sl,short_tp,long_triggered,short_triggered,long_result,short_result,day_high,day_low
2025-07-25,192.17,192.0,0.17,192.17,192.0,192.51,192.0,192.17,191.66,True,True,TP,TP,194.33,191.26
2025-07-28,194.07,193.91,0.16,194.07,193.91,194.39,193.91,194.07,193.59,True,True,SL,SL,194.69,190.99
2025-07-29,192.56,192.2,0.36,192.56,192.2,193.28,192.2,192.56,191.48,True,True,TP,SL,194.73,191.56
2025-07-30,195.18,195.05,0.13,195.18,195.05,195.44,195.05,195.18,194.79,True,True,TP,SL,197.2,194.68
2025-07-31,195.92,195.76,0.16,195.92,195.76,196.24,195.76,195.92,195.44,True,True,TP,SL,196.81,191.2
2025-08-01,187.93,187.56,0.37,187.93,187.56,188.67,187.56,187.93,186.82,True,True,TP,SL,191.9,187.02
2025-08-04,190.9,190.77,0.13,190.9,190.77,191.16,190.77,190.9,190.51,True,True,TP,TP,194.58,188.66
2025-08-05,194.75,194.65,0.1,194.75,194.65,194.95,194.65,194.75,194.45,True,False,TP,No Trade,197.86,194.47
2025-08-07,197.25,197.04,0.21,197.25,197.04,197.67,197.04,197.25,196.62,True,True,TP,TP,197.77,195.46
2025-08-08,197.23,197.13,0.1,197.23,197.13,197.43,197.13,197.23,196.93,True,True,SL,SL,202.61,196.57
2025-08-11,201.35,201.05,0.3,201.35,201.05,201.95,201.05,201.35,200.45,True,True,SL,SL,202.06,199.07
2025-08-12,200.94,200.91,0.03,200.94,200.91,201.0,200.91,200.94,200.85,True,True,TP,TP,204.5,200.49
2025-08-13,204.01,203.98,0.03,204.01,203.98,204.07,203.98,204.01,203.92,True,True,SL,TP,204.53,202.23
2025-08-14,202.11,202.0,0.11,202.11,202.0,202.33,202.0,202.11,201.78,True,True,TP,TP,204.44,200.23
2025-08-15,203.46,203.35,0.11,203.46,203.35,203.68,203.35,203.46,203.13,True,True,SL,SL,206.44,202.43
2025-08-18,204.02,203.91,0.11,204.02,203.91,204.24,203.91,204.02,203.69,True,True,TP,TP,205.26,202.84
2025-08-19,203.17,203.13,0.04,203.17,203.13,203.25,203.13,203.17,203.05,False,False,No Trade,No Trade,203.44,200.13
2025-08-20,200.77,200.72,0.05,200.77,200.72,200.87,200.72,200.77,200.62,True,True,TP,TP,201.73,196.6
2025-08-22,201.85,201.73,0.12,201.85,201.73,202.09,201.73,201.85,201.49,True,True,TP,TP,205.13,200.32
2025-08-25,205.89,205.75,0.14,205.89,205.75,206.17,205.75,205.89,205.47,True,False,TP,No Trade,209.68,205.28
2025-08-26,208.19,208.15,0.04,208.19,208.15,208.27,208.15,208.19,208.07,True,True,SL,TP,208.36,205.77
2025-08-27,206.63,206.57,0.06,206.63,206.57,206.75,206.57,206.63,206.45,True,True,TP,TP,208.91,205.33
2025-08-28,207.84,207.76,0.08,207.84,207.76,208.0,207.76,207.84,207.6,True,False,TP,No Trade,211.85,206.9
2025-08-29,210.89,210.78,0.11,210.89,210.78,211.11,210.78,210.89,210.56,True,True,TP,TP,212.43,208.07
2025-09-02,211.2,211.1,0.1,211.2,211.1,211.4,211.1,211.2,210.9,False,False,No Trade,No Trade,213.02,206.2
2025-09-03,223.96,223.32,0.64,223.96,223.32,225.24,223.32,223.96,222.04,True,True,SL,TP,230.86,210.82
2025-09-04,229.09,228.91,0.18,229.09,228.91,229.45,228.91,229.09,228.55,True,True,TP,TP,231.39,226.11
2025-09-05,231.71,231.58,0.13,231.71,231.58,231.97,231.58,231.71,231.32,True,True,TP,TP,235.76,231.0
2025-09-08,235.34,235.28,0.06,235.34,235.28,235.46,235.28,235.34,235.16,True,True,TP,TP,238.13,234.2
2025-09-09,234.17,234.15,0.02,234.17,234.15,234.21,234.15,234.17,234.11,True,True,TP,TP,236.95,233.23
2025-09-10,239.59,239.52,0.07,239.59,239.52,239.73,239.52,239.59,239.38,True,True,SL,SL,241.37,237.85
2025-09-11,239.7,239.56,0.14,239.7,239.56,239.98,239.56,239.7,239.28,True,True,SL,TP,240.45,236.25
2025-09-12,239.5,239.16,0.34,239.5,239.16,240.18,239.16,239.5,238.48,True,True,TP,TP,242.09,238.0
2025-09-15,243.45,243.18,0.27,243.45,243.18,243.99,243.18,243.45,242.64,True,False,TP,No Trade,252.41,240.88
2025-09-16,254.1,253.98,0.12,254.1,253.98,254.34,253.98,254.1,253.74,True,True,TP,SL,255.0,249.47
2025-09-17,253.0,252.62,0.38,253.0,252.62,253.76,252.62,253.0,251.86,False,False,No Trade,No Trade,252.81,247.43
2025-09-18,252.88,252.79,0.09,252.88,252.79,253.06,252.79,252.88,252.61,True,True,SL,TP,253.99,249.8
2025-09-19,252.61,252.55,0.06,252.61,252.55,252.73,252.55,252.61,252.43,True,True,SL,TP,254.29,251.02
2025-09-22,253.69,253.59,0.1,253.69,253.59,253.89,253.59,253.69,253.39,True,True,SL,SL,255.78,250.3
2025-09-23,253.1,253.02,0.08,253.1,253.02,253.26,253.02,253.1,252.86,True,True,SL,TP,254.36,250.93
2025-09-24,252.37,252.25,0.12,252.37,252.25,252.61,252.25,252.37,252.01,False,False,No Trade,No Trade,252.5,247.87
2025-09-25,245.82,245.2,0.62,245.82,245.2,247.06,245.2,245.82,243.96,True,True,SL,TP,247.64,240.74
