datetime,symbol,open,high,low,close,volume,vwap,transactions
2024-08-09 08:00:00,QQQ,449.1,449.93,449.09,449.82,15318.0,449.5715,319
2024-08-09 08:05:00,QQQ,449.85,449.85,449.54,449.73,9599.0,449.6946,158
2024-08-09 08:10:00,QQQ,449.65,450.09,449.65,449.72,9273.0,449.8238,148
2024-08-09 08:15:00,QQQ,449.63,449.82,449.58,449.67,5138.0,449.6699,76
2024-08-09 08:20:00,QQQ,449.7,449.72,449.58,449.72,1338.0,449.6799,22
2024-08-09 08:25:00,QQQ,449.75,450.21,449.75,450.18,5323.0,450.0229,103
2024-08-09 08:30:00,QQQ,450.26,451.05,450.07,451.05,12577.0,450.7264,201
2024-08-09 08:35:00,QQQ,451.36,451.36,451.08,451.26,9435.0,451.227,193
2024-08-09 08:40:00,QQQ,451.28,451.55,451.13,451.51,5430.0,451.2586,84
2024-08-09 08:45:00,QQQ,451.5,451.5,450.96,451.01,5784.0,451.1622,126
2024-08-09 08:50:00,QQQ,451.11,451.38,451.11,451.25,6129.0,451.2298,114
2024-08-09 08:55:00,QQQ,451.34,451.37,451.01,451.07,11175.0,451.1945,154
2024-08-09 09:00:00,QQQ,451.37,451.37,451.03,451.17,9202.0,451.1891,139
2024-08-09 09:05:00,QQQ,451.27,451.31,450.83,451.23,8011.0,451.09,161
2024-08-09 09:10:00,QQQ,451.15,451.36,451.02,451.08,4438.0,451.1297,101
2024-08-09 09:15:00,QQQ,451.09,451.34,451.08,451.29,1852.0,451.2263,67
2024-08-09 09:20:00,QQQ,451.09,451.11,451.09,451.11,1017.0,451.1044,55
2024-08-09 09:25:00,QQQ,451.11,451.11,450.71,450.97,5846.0,450.9634,107
2024-08-09 09:30:00,QQQ,450.85,450.91,450.51,450.57,17733.0,450.7812,153
2024-08-09 09:35:00,QQQ,450.51,450.75,450.51,450.61,4450.0,450.6558,60
2024-08-09 09:40:00,QQQ,450.7,450.7,450.35,450.42,8934.0,450.5702,113
2024-08-09 09:45:00,QQQ,450.42,450.43,449.98,450.0,13426.0,450.1175,180
2024-08-09 09:50:00,QQQ,450.21,450.82,450.21,450.68,9317.0,450.4895,130
2024-08-09 09:55:00,QQQ,450.8,450.87,450.71,450.71,4604.0,450.8042,65
2024-08-09 10:00:00,QQQ,450.48,450.48,449.89,449.89,16837.0,450.173,132
2024-08-09 10:05:00,QQQ,449.88,450.0,449.37,449.58,16288.0,449.6017,216
