Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2025-07-03 04:00:00-04:00,445.21,445.21,444.94,445.03,0,0.0,0.0,0.0,DIA
2025-07-03 04:05:00-04:00,445.06,445.06,444.92,444.92,0,0.0,0.0,0.0,DIA
2025-07-03 04:15:00-04:00,444.91,444.95,444.9,444.95,0,0.0,0.0,0.0,DIA
2025-07-03 04:20:00-04:00,444.95,444.95,444.95,444.95,0,0.0,0.0,0.0,DIA
2025-07-03 04:30:00-04:00,445.19,445.2,445.05,445.05,0,0.0,0.0,0.0,DIA
2025-07-03 04:35:00-04:00,445.1,445.1,445.1,445.1,0,0.0,0.0,0.0,DIA
2025-07-03 04:45:00-04:00,445.1,445.1,445.1,445.1,0,0.0,0.0,0.0,DIA
2025-07-03 04:50:00-04:00,445.1,445.1,445.1,445.1,0,0.0,0.0,0.0,DIA
2025-07-03 04:55:00-04:00,444.94,444.94,444.89,444.9,0,0.0,0.0,0.0,DIA
2025-07-03 05:00:00-04:00,444.9,444.9,444.9,444.9,0,0.0,0.0,0.0,DIA
2025-07-03 05:05:00-04:00,444.86,444.86,444.86,444.86,0,0.0,0.0,0.0,DIA
2025-07-03 05:10:00-04:00,444.93,444.96,444.93,444.96,0,0.0,0.0,0.0,DIA
2025-07-03 05:15:00-04:00,444.96,445.03,444.96,444.99,0,0.0,0.0,0.0,DIA
2025-07-03 05:20:00-04:00,445.07,445.14,445.07,445.1,0,0.0,0.0,0.0,DIA
2025-07-03 05:25:00-04:00,445.1,445.2,445.1,445.2,0,0.0,0.0,0.0,DIA
2025-07-03 05:30:00-04:00,445.16,445.16,445.16,445.16,0,0.0,0.0,0.0,DIA
2025-07-03 05:35:00-04:00,445.08,445.08,445.08,445.08,0,0.0,0.0,0.0,DIA
2025-07-03 05:40:00-04:00,445.08,445.12,445.08,445.12,0,0.0,0.0,0.0,DIA
2025-07-03 05:45:00-04:00,445.03,445.18,445.03,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 05:50:00-04:00,445.17,445.17,445.17,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 05:55:00-04:00,445.11,445.12,445.11,445.12,0,0.0,0.0,0.0,DIA
2025-07-03 06:00:00-04:00,445.12,445.14,445.12,445.14,0,0.0,0.0,0.0,DIA
2025-07-03 06:05:00-04:00,445.09,445.17,445.08,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 06:10:00-04:00,445.17,445.17,445.17,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 06:15:00-04:00,445.17,445.17,445.17,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 06:20:00-04:00,445.17,445.17,445.17,445.17,0,0.0,0.0,0.0,DIA
2025-07-03 06:25:00-04:00,445.0,445.07,445.0,445.07,0,0.0,0.0,0.0,DIA
2025-07-03 06:30:00-04:00,445.07,445.07,445.07,445.07,0,0.0,0.0,0.0,DIA
2025-07-03 06:35:00-04:00,445.17,445.23,445.12,445.12,0,0.0,0.0,0.0,DIA
2025-07-03 06:40:00-04:00,445.18,445.18,445.18,445.18,0,0.0,0.0,0.0,DIA
2025-07-03 06:45:00-04:00,445.24,445.24,445.24,445.24,0,0.0,0.0,0.0,DIA
2025-07-03 06:50:00-04:00,445.24,445.26,445.24,445.26,0,0.0,0.0,0.0,DIA
2025-07-03 06:55:00-04:00,445.26,445.26,445.23,445.23,0,0.0,0.0,0.0,DIA
2025-07-03 07:00:00-04:00,445.28,445.28,445.27,445.27,0,0.0,0.0,0.0,DIA
2025-07-03 07:05:00-04:00,445.27,445.27,445.27,445.27,0,0.0,0.0,0.0,DIA
2025-07-03 07:10:00-04:00,445.33,445.41,445.33,445.33,0,0.0,0.0,0.0,DIA
2025-07-03 07:15:00-04:00,445.29,445.42,445.29,445.37,0,0.0,0.0,0.0,DIA
2025-07-03 07:20:00-04:00,445.4,445.4,445.34,445.35,0,0.0,0.0,0.0,DIA
2025-07-03 07:25:00-04:00,445.35,445.35,445.27,445.35,0,0.0,0.0,0.0,DIA
2025-07-03 07:30:00-04:00,445.23,445.33,445.22,445.26,0,0.0,0.0,0.0,DIA
2025-07-03 07:35:00-04:00,445.2,445.2,445.2,445.2,0,0.0,0.0,0.0,DIA
2025-07-03 07:40:00-04:00,445.2,445.36,445.15,445.36,0,0.0,0.0,0.0,DIA
2025-07-03 07:45:00-04:00,445.28,445.28,445.23,445.23,0,0.0,0.0,0.0,DIA
2025-07-03 07:50:00-04:00,445.23,445.23,445.18,445.19,0,0.0,0.0,0.0,DIA
2025-07-03 07:55:00-04:00,445.19,445.19,445.18,445.18,0,0.0,0.0,0.0,DIA
2025-07-03 08:00:00-04:00,445.2506,445.56,444.8377,445.5283,0,0.0,0.0,0.0,DIA
2025-07-03 08:05:00-04:00,445.5,445.68,444.71,445.68,0,0.0,0.0,0.0,DIA
