Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2025-06-26 10:30:00-04:00,250.69000244140625,251.0800018310547,249.93499755859375,249.94000244140625,0,0.0,0.0,0.0,XLK
2025-06-26 11:30:00-04:00,249.97000122070312,250.9199981689453,249.80999755859375,250.7100067138672,1120892,0.0,0.0,0.0,XLK
2025-06-26 12:30:00-04:00,250.6999969482422,250.92999267578125,250.4499969482422,250.8699951171875,346750,0.0,0.0,0.0,XLK
2025-06-26 13:30:00-04:00,250.8800048828125,251.47000122070312,250.83999633789062,251.32000732421875,650912,0.0,0.0,0.0,XLK
2025-06-26 14:30:00-04:00,251.3300018310547,251.39999389648438,251.07000732421875,251.1999969482422,489334,0.0,0.0,0.0,XLK
2025-06-26 15:30:00-04:00,251.1999969482422,251.3300018310547,250.92999267578125,251.1300048828125,710799,0.0,0.0,0.0,XLK
2025-06-26 16:00:00-04:00,251.07,251.4,250.4417,251.05,0,0.0,0.0,0.0,XLK
2025-06-26 17:00:00-04:00,251.0,251.4,250.94,251.1,0,0.0,0.0,0.0,XLK
2025-06-26 18:00:00-04:00,251.1,251.48,251.07,251.48,0,0.0,0.0,0.0,XLK
2025-06-26 19:00:00-04:00,251.48,251.48,251.0,251.18,0,0.0,0.0,0.0,XLK
2025-06-27 04:00:00-04:00,252.15,252.15,251.83,251.87,0,0.0,0.0,0.0,XLK
2025-06-27 05:00:00-04:00,251.87,252.12,251.87,252.02,0,0.0,0.0,0.0,XLK
2025-06-27 06:00:00-04:00,252.02,252.17,251.95,252.08,0,0.0,0.0,0.0,XLK
2025-06-27 07:00:00-04:00,252.08,252.33,251.86,252.3,0,0.0,0.0,0.0,XLK
2025-06-27 08:00:00-04:00,252.3,252.61,251.61,252.34,0,0.0,0.0,0.0,XLK
2025-06-27 09:00:00-04:00,252.16,252.34,251.58,251.63,0,0.0,0.0,0.0,XLK
2025-06-27 09:30:00-04:00,251.75,252.52000427246094,251.3000030517578,252.22999572753906,1625964,0.0,0.0,0.0,XLK
2025-06-27 10:30:00-04:00,252.25,252.60000610351562,251.69000244140625,252.1999969482422,1022869,0.0,0.0,0.0,XLK
2025-06-27 11:30:00-04:00,252.19000244140625,252.70989990234375,252.10000610351562,252.3000030517578,371437,0.0,0.0,0.0,XLK
2025-06-27 12:30:00-04:00,252.3000030517578,252.32000732421875,251.8800048828125,252.02029418945312,383239,0.0,0.0,0.0,XLK
2025-06-27 13:30:00-04:00,252.02999877929688,252.17999267578125,250.38999938964844,250.38999938964844,710224,0.0,0.0,0.0,XLK
2025-06-27 14:30:00-04:00,250.44000244140625,250.58999633789062,249.6300048828125,250.3300018310547,656513,0.0,0.0,0.0,XLK
2025-06-27 15:30:00-04:00,250.3300018310547,250.89999389648438,250.3300018310547,250.66000366210938,1028965,0.0,0.0,0.0,XLK
2025-06-27 16:00:00-04:00,250.7,251.6482,250.24,250.64,0,0.0,0.0,0.0,XLK
2025-06-27 17:00:00-04:00,250.64,251.1,250.61,250.61,0,0.0,0.0,0.0,XLK
2025-06-27 18:00:00-04:00,250.73,251.73,250.73,250.89,0,0.0,0.0,0.0,XLK
2025-06-27 19:00:00-04:00,250.89,251.0,250.57,250.75,0,0.0,0.0,0.0,XLK
2025-06-30 04:00:00-04:00,252.14,252.81,250.8,252.46,0,0.0,0.0,0.0,XLK
2025-06-30 05:00:00-04:00,252.75,252.8,252.43,252.79,0,0.0,0.0,0.0,XLK
2025-06-30 06:00:00-04:00,252.85,252.85,252.66,252.81,0,0.0,0.0,0.0,XLK
2025-06-30 07:00:00-04:00,252.81,252.81,252.55,252.68,0,0.0,0.0,0.0,XLK
2025-06-30 08:00:00-04:00,252.62,252.8499,250.77,252.6,0,0.0,0.0,0.0,XLK
2025-06-30 09:00:00-04:00,252.61,252.94,252.51,252.84,0,0.0,0.0,0.0,XLK
2025-06-30 09:30:00-04:00,252.97000122070312,253.10000610351562,251.75999450683594,252.39999389648438,1220579,0.0,0.0,0.0,XLK
2025-06-30 10:30:00-04:00,252.42999267578125,252.4600067138672,252.05999755859375,252.27999877929688,707519,0.0,0.0,0.0,XLK
2025-06-30 11:30:00-04:00,252.2899932861328,253.02499389648438,252.1999969482422,252.57000732421875,601967,0.0,0.0,0.0,XLK
2025-06-30 12:30:00-04:00,252.5399932861328,252.8699951171875,252.19500732421875,252.35650634765625,514688,0.0,0.0,0.0,XLK
2025-06-30 13:30:00-04:00,252.36349487304688,252.60000610351562,251.8800048828125,252.32000732421875,751285,0.0,0.0,0.0,XLK
2025-06-30 14:30:00-04:00,252.3300018310547,253.58999633789062,251.75,253.35499572753906,1245150,0.0,0.0,0.0,XLK
2025-06-30 15:30:00-04:00,253.34500122070312,253.9199981689453,253.16000366210938,253.16000366210938,1363183,0.0,0.0,0.0,XLK
2025-06-30 16:00:00-04:00,253.23,253.5,252.49,253.28,0,0.0,0.0,0.0,XLK
2025-06-30 17:00:00-04:00,253.15,253.44,252.95,253.15,0,0.0,0.0,0.0,XLK
2025-06-30 18:00:00-04:00,253.15,253.4,252.94,253.19,0,0.0,0.0,0.0,XLK
2025-06-30 19:00:00-04:00,253.166,253.5165,252.92,253.4652,0,0.0,0.0,0.0,XLK
2025-07-01 04:00:00-04:00,252.96,253.19,252.52,252.95,0,0.0,0.0,0.0,XLK
2025-07-01 05:00:00-04:00,253.06,253.2,252.86,253.0,0,0.0,0.0,0.0,XLK
2025-07-01 06:00:00-04:00,253.06,253.06,252.76,252.93,0,0.0,0.0,0.0,XLK
2025-07-01 07:00:00-04:00,252.93,252.96,252.73,252.84,0,0.0,0.0,0.0,XLK
2025-07-01 08:00:00-04:00,253.06,253.44,252.04,252.21,0,0.0,0.0,0.0,XLK
2025-07-01 09:00:00-04:00,252.32,253.23,252.14,252.66,0,0.0,0.0,0.0,XLK
2025-07-01 09:30:00-04:00,252.4199981689453,252.9499969482422,251.51390075683594,251.72000122070312,1102540,0.0,0.0,0.0,XLK
2025-07-01 10:30:00-04:00,251.77000427246094,251.87120056152344,249.25,250.5749969482422,1391402,0.0,0.0,0.0,XLK
2025-07-01 11:30:00-04:00,250.55999755859375,251.10000610351562,249.5399932861328,251.0,908695,0.0,0.0,0.0,XLK
2025-07-01 12:30:00-04:00,250.97000122070312,251.7899932861328,250.85000610351562,251.5500946044922,1217441,0.0,0.0,0.0,XLK
2025-07-01 13:30:00-04:00,251.5500030517578,251.9600067138672,251.3000030517578,251.41000366210938,835403,0.0,0.0,0.0,XLK
2025-07-01 14:30:00-04:00,251.38999938964844,251.66000366210938,250.3300018310547,251.27999877929688,822869,0.0,0.0,0.0,XLK
2025-07-01 15:30:00-04:00,251.27999877929688,251.52000427246094,250.77000427246094,250.97999572753906,1034428,0.0,0.0,0.0,XLK
2025-07-01 16:00:00-04:00,250.97,251.32,250.4297,250.93,0,0.0,0.0,0.0,XLK
2025-07-01 17:00:00-04:00,250.89,251.2,250.25,250.4,0,0.0,0.0,0.0,XLK
2025-07-01 18:00:00-04:00,250.87,251.2,250.77,251.0,0,0.0,0.0,0.0,XLK
2025-07-01 19:00:00-04:00,251.25,251.25,251.061,251.25,0,0.0,0.0,0.0,XLK
2025-07-02 04:00:00-04:00,250.91,250.91,250.91,250.91,0,0.0,0.0,0.0,XLK
2025-07-02 05:00:00-04:00,250.91,251.22,250.91,251.08,0,0.0,0.0,0.0,XLK
2025-07-02 06:00:00-04:00,251.08,251.26,250.92,250.97,0,0.0,0.0,0.0,XLK
2025-07-02 07:00:00-04:00,250.83,250.97,250.63,250.97,0,0.0,0.0,0.0,XLK
2025-07-02 08:00:00-04:00,250.83,252.14,250.1002,250.41,0,0.0,0.0,0.0,XLK
2025-07-02 09:00:00-04:00,250.45,250.97,249.6401,249.96,0,0.0,0.0,0.0,XLK
2025-07-02 09:30:00-04:00,250.33999633789062,252.0399932861328,250.15499877929688,251.97999572753906,1436151,0.0,0.0,0.0,XLK
2025-07-02 10:30:00-04:00,252.0,253.2104034423828,252.0,252.55999755859375,1170238,0.0,0.0,0.0,XLK
2025-07-02 11:30:00-04:00,252.52999877929688,253.189697265625,252.47000122070312,253.00999450683594,528232,0.0,0.0,0.0,XLK
2025-07-02 12:30:00-04:00,253.02999877929688,253.27999877929688,252.8000030517578,252.92999267578125,344374,0.0,0.0,0.0,XLK
2025-07-02 13:30:00-04:00,252.9199981689453,253.11000061035156,252.72000122070312,252.9199981689453,393577,0.0,0.0,0.0,XLK
2025-07-02 14:30:00-04:00,252.92999267578125,253.4600067138672,252.86000061035156,253.30499267578125,1059123,0.0,0.0,0.0,XLK
2025-07-02 15:30:00-04:00,253.27999877929688,253.7899932861328,253.14999389648438,253.67999267578125,828620,0.0,0.0,0.0,XLK
2025-07-02 16:00:00-04:00,253.69,253.95,253.22,253.52,0,0.0,0.0,0.0,XLK
2025-07-02 17:00:00-04:00,253.5,254.0,253.24,253.35,0,0.0,0.0,0.0,XLK
2025-07-02 18:00:00-04:00,253.35,253.9,253.23,253.76,0,0.0,0.0,0.0,XLK
2025-07-02 19:00:00-04:00,253.76,253.83,253.5,253.51,0,0.0,0.0,0.0,XLK
2025-07-03 04:00:00-04:00,254.3,254.3,254.16,254.16,0,0.0,0.0,0.0,XLK
2025-07-03 05:00:00-04:00,254.16,254.16,253.86,253.86,0,0.0,0.0,0.0,XLK
2025-07-03 06:00:00-04:00,254.1,254.1,253.52,253.65,0,0.0,0.0,0.0,XLK
